Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,University,College,Program,Student_Type,Enrollment_Year,Dropout_Reason,Predicted_Target,Prob_Dropout,Prob_Enrolled,Prob_Graduate,Risk_Score,Risk_Label,Engagement_Flag
1,12,2,13,1,1,1,13,14,5,6,0,0,0,1,1,1,25,0,0,7,7,2,10.0,0,0,7,7,0,0.0,0,15.5,2.8,-4.06,Dropout,AUS,College of Arts & Sciences,Mass Communication,Expat,2024,Transferred to another university,Dropout,0.5505191,0.13368145,0.3157994,0.5505191,High,Normal
1,1,2,14,1,1,1,13,14,8,11,0,0,0,1,1,0,19,0,0,5,7,3,12.333333333333334,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Graduate,Zayed University,College of Interdisciplinary Studies,Cultural Studies,Emirati,2024,,Graduate,0.24820176,0.16844676,0.5833515,0.24820176,Medium,Normal
1,15,1,5,1,14,1,13,1,10,4,1,0,0,1,1,0,23,0,2,7,8,5,12.2,0,5,9,10,7,12.142857142857142,1,16.2,0.3,-0.92,Dropout,Zayed University,College of Communication & Media Sciences,Public Relations,Emirati,2024,Academic failure,Dropout,0.5042207,0.15023169,0.3455476,0.5042207,High,Normal
1,8,2,5,1,1,1,23,28,10,9,1,0,0,1,1,1,19,0,0,6,6,6,13.666666666666666,0,0,6,7,5,13.2,0,12.4,0.5,1.79,Graduate,HCT,Faculty of Business,Business Technology,Emirati,2022,,Graduate,0.23104687,0.14442354,0.62452954,0.23104687,Low,Normal
1,1,1,2,1,1,1,3,2,3,6,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,Zayed University,College of Communication & Media Sciences,Journalism,Emirati,2025,,Graduate,0.27746007,0.14386377,0.57867616,0.27746007,Medium,Normal
1,12,1,4,1,1,1,13,27,10,7,0,0,1,0,1,0,31,0,0,6,15,1,11.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,Abu Dhabi University,College of Engineering,Civil Engineering,Emirati,2024,Work commitment,Dropout,0.5514052,0.13267608,0.3159187,0.5514052,High,Normal
1,12,1,4,1,1,1,22,27,5,8,0,0,1,0,1,0,32,0,0,6,8,3,13.0,0,4,10,14,6,11.428571428571429,0,16.2,0.3,-0.92,Dropout,HCT,Faculty of Health Sciences,Health Informatics,Emirati,2021,Financial difficulties,Dropout,0.5488301,0.13633937,0.3148305,0.5488301,High,Normal
1,7,2,12,1,1,1,2,28,5,10,1,0,0,1,0,1,19,0,0,8,12,7,12.520232023202398,0,0,8,12,7,12.520232023202398,0,10.8,1.4,1.74,Graduate,UAEU,College of Engineering,Computer Engineering,Emirati,2025,,Graduate,0.2113863,0.12554172,0.663072,0.2113863,Low,Normal
1,13,1,15,1,6,1,19,24,1,1,1,0,0,1,0,0,34,0,8,10,11,10,12.2,0,5,10,12,9,12.333333333333334,0,7.6,2.6,0.32,Graduate,AUS,School of Engineering,Chemical Engineering,Expat,2023,,Graduate,0.24572326,0.12974904,0.6245277,0.24572326,Medium,Normal
1,7,6,15,1,1,1,23,12,1,1,1,0,0,1,0,0,21,0,0,6,6,6,13.166666666666666,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate,HCT,Faculty of Information Technology,Cybersecurity,Expat,2023,,Graduate,0.21176243,0.12354367,0.66469383,0.21176243,Low,Normal
1,14,2,10,1,1,1,22,27,10,8,1,0,0,1,0,1,53,0,4,7,16,6,11.0,0,2,7,9,7,11.0,0,9.4,-0.8,-3.12,Graduate,UAEU,College of Medicine & Health Sciences,Nursing,Emirati,2022,,Graduate,0.22897367,0.17252876,0.59849757,0.22897367,Low,Normal
1,1,1,12,1,1,1,13,14,5,8,0,0,0,1,0,1,19,0,0,7,7,7,14.014285714285714,0,0,8,8,8,15.35,0,13.9,-0.3,0.79,Graduate,UAEU,College of Engineering,Civil Engineering,Emirati,2022,,Graduate,0.21238399,0.123599514,0.6640165,0.21238399,Low,Normal
1,1,3,15,1,1,1,23,28,10,6,0,0,0,1,0,1,20,0,0,6,9,4,13.0,0,0,6,13,4,11.25,0,10.8,1.4,1.74,Graduate,Zayed University,College of Communication & Media Sciences,Digital Media,Emirati,2024,,Graduate,0.24795589,0.16871578,0.58332837,0.24795589,Medium,Normal
1,1,2,15,1,1,1,1,14,10,10,1,0,0,1,0,0,18,0,0,6,6,6,14.0,0,0,6,6,6,14.666666666666666,0,10.8,1.4,1.74,Graduate,AUS,School of Engineering,Architecture,Expat,2025,,Graduate,0.21251541,0.12375829,0.66372633,0.21251541,Low,Normal
1,12,1,2,1,1,1,22,28,28,44,0,0,0,0,0,0,32,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,Abu Dhabi University,College of Engineering,Civil Engineering,Emirati,2025,Work commitment,Dropout,0.5498253,0.13314337,0.31703135,0.5498253,High,Normal
1,14,1,12,1,1,1,22,27,10,10,1,0,0,1,0,1,21,0,0,8,8,7,14.428571428571429,0,0,8,8,7,14.428571428571429,0,12.7,3.7,-1.7,Graduate,AUS,College of Arts & Sciences,Mass Communication,Expat,2024,,Graduate,0.21167578,0.12310341,0.6652208,0.21167578,Low,Normal
1,4,1,3,0,3,1,22,10,10,5,0,0,0,0,0,0,26,0,0,5,9,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout,UAEU,College of Medicine & Health Sciences,Public Health,Emirati,2024,Academic failure,Dropout,0.5514052,0.13267608,0.3159187,0.5514052,High,Normal
1,13,1,6,1,14,1,1,1,5,8,1,0,0,1,0,0,26,0,11,18,45,18,11.833333333333334,10,9,13,27,13,12.461538461538462,5,15.5,2.8,-4.06,Graduate,Khalifa University,College of Computing & Mathematical Sciences,Data Science,Expat,2022,,Graduate,0.2221841,0.12520029,0.6526156,0.2221841,Low,Normal
2,15,1,17,0,14,1,1,27,5,10,0,0,0,0,0,0,21,0,0,5,12,3,11.333333333333334,0,0,5,10,1,13.0,0,15.5,2.8,-4.06,Dropout,Abu Dhabi University,College of Business Administration,Entrepreneurship,Emirati,2025,Transferred to another university,Dropout,0.55078113,0.13326919,0.31594968,0.55078113,High,Normal
1,8,1,15,1,1,1,22,27,6,6,0,0,0,1,0,0,18,0,0,6,9,6,12.5,0,0,6,9,6,13.0,0,7.6,2.6,0.32,Graduate,AUS,College of Arts & Sciences,Psychology,Abroad,2022,,Graduate,0.22823487,0.18092859,0.5908365,0.22823487,Low,Normal
1,14,1,5,1,14,1,13,27,6,10,1,0,0,1,0,1,21,0,4,12,12,12,13.333333333333334,0,5,12,12,11,12.545454545454543,0,15.5,2.8,-4.06,Graduate,AUS,School of Business Administration,Finance,Expat,2024,,Graduate,0.21167578,0.12310341,0.6652208,0.21167578,Low,Normal
1,1,1,11,1,1,1,23,14,10,6,1,0,0,1,0,0,21,0,0,6,10,6,10.833333333333334,0,0,6,10,4,11.0,0,7.6,2.6,0.32,Enrolled,UAEU,College of Engineering,Electrical Engineering,Expat,2024,,Graduate,0.25684234,0.28971082,0.45344684,0.25684234,Medium,Normal
1,8,1,14,1,1,1,13,14,8,8,0,0,0,1,0,1,19,0,0,6,6,6,13.0,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate,HCT,Faculty of Business,Business Technology,Abroad,2024,,Graduate,0.21196961,0.12366454,0.6643658,0.21196961,Low,Normal
1,8,1,9,1,1,1,13,14,10,8,0,0,0,1,0,0,19,0,0,5,7,2,10.0,0,0,5,11,2,14.0,0,10.8,1.4,1.74,Dropout,HCT,Faculty of Information Technology,Cybersecurity,Emirati,2024,Work commitment,Dropout,0.48187333,0.19314322,0.32498342,0.48187333,High,Normal
1,14,2,10,1,1,1,23,28,6,6,0,0,0,1,0,1,19,0,0,6,8,6,11.428571428571429,0,0,6,11,5,11.2,0,10.8,1.4,1.74,Graduate,AUS,School of Engineering,Mechanical Engineering,Emirati,2023,,Graduate,0.21093243,0.12741919,0.66164833,0.21093243,Low,Normal
1,4,1,12,1,3,1,22,28,8,8,1,0,0,1,0,0,27,0,0,8,8,8,12.8875,0,0,8,8,8,12.8875,0,9.4,-0.8,-3.12,Graduate,UAEU,College of Business & Economics,Accounting,Emirati,2025,,Graduate,0.22282067,0.122534186,0.65464514,0.22282067,Low,Normal
1,1,2,12,1,1,1,22,1,10,5,1,0,0,1,0,1,18,0,0,7,7,6,12.95,0,0,7,7,6,12.95,0,7.6,2.6,0.32,Graduate,HCT,Faculty of Information Technology,Network Engineering,Emirati,2025,,Graduate,0.21167578,0.12310341,0.6652208,0.21167578,Low,Normal
1,1,2,9,1,1,1,13,14,10,10,1,0,0,1,0,0,20,0,0,5,12,1,10.0,2,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,Abu Dhabi University,College of Engineering,Civil Engineering,Expat,2022,Personal / family reasons,Dropout,0.5356966,0.14778087,0.31652254,0.5356966,High,Normal
1,1,3,12,1,1,1,1,1,6,6,1,0,0,1,0,1,19,0,0,7,7,7,13.094285714285714,0,0,8,8,8,12.55,0,12.4,0.5,1.79,Graduate,Zayed University,College of Education,Educational Technology,Emirati,2021,,Graduate,0.22826342,0.14810076,0.6236358,0.22826342,Low,Normal
1,1,4,14,1,1,1,1,1,8,8,1,0,0,1,0,0,20,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,HCT,Faculty of Business,Human Resources,Emirati,2024,Financial difficulties,Dropout,0.55078113,0.13326919,0.31594968,0.55078113,High,Normal
1,8,2,10,1,1,1,13,28,8,7,1,0,0,1,0,1,19,0,0,6,12,5,11.714285714285714,0,0,6,11,6,11.0,0,12.7,3.7,-1.7,Graduate,UAEU,College of Medicine & Health Sciences,Nursing,Expat,2025,,Graduate,0.21198747,0.123054735,0.66495776,0.21198747,Low,Normal
1,8,5,10,1,1,1,13,1,6,6,1,0,0,1,0,0,20,0,0,6,8,4,11.25,0,0,6,15,3,10.0,0,9.4,-0.8,-3.12,Enrolled,AUS,School of Engineering,Chemical Engineering,Expat,2022,,Enrolled,0.27610373,0.3683826,0.3555137,0.27610373,Medium,Normal
1,1,1,2,1,1,1,23,14,8,11,0,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,AUS,School of Business Administration,Finance,Expat,2022,Transferred to another university,Dropout,0.46080142,0.19333968,0.34585887,0.46080142,Medium,Normal
1,1,1,16,1,1,1,22,27,10,6,0,0,0,1,0,0,18,0,0,6,6,6,13.166666666666666,0,0,6,6,6,13.333333333333334,0,7.6,2.6,0.32,Graduate,Khalifa University,College of Engineering & Physical Sciences,Biomedical Engineering,Expat,2022,,Graduate,0.22808778,0.1809654,0.5909468,0.22808778,Low,Normal
1,1,1,6,1,1,1,13,1,6,5,1,0,0,1,0,0,20,0,0,5,7,4,12.75,0,0,5,5,5,13.4,0,10.8,1.4,1.74,Graduate,Abu Dhabi University,College of Business Administration,MBA,Expat,2024,,Graduate,0.21139364,0.12551133,0.66309506,0.21139364,Low,Normal
2,12,1,17,0,1,1,22,27,10,10,0,0,0,0,0,0,38,0,0,5,6,5,10.6,0,0,5,9,2,11.0,0,12.7,3.7,-1.7,Dropout,Abu Dhabi University,College of Engineering,Civil Engineering,Emirati,2025,Left the country,Dropout,0.5496798,0.13500226,0.31531793,0.5496798,High,Normal
4,12,1,3,0,1,1,22,27,10,8,0,0,0,1,0,0,42,0,0,6,8,5,11.2,0,0,6,6,6,12.0,0,8.9,1.4,3.51,Graduate,Abu Dhabi University,College of Arts & Sciences,Interior Design,Expat,2025,,Graduate,0.21167578,0.12310341,0.6652208,0.21167578,Low,Normal
1,12,1,12,1,1,1,22,27,10,7,0,0,0,1,0,0,32,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Abu Dhabi University,College of Arts & Sciences,Mathematics,Emirati,2023,Personal / family reasons,Dropout,0.5514052,0.13267608,0.3159187,0.5514052,High,Normal
1,6,1,15,1,1,12,13,14,5,6,1,0,0,1,0,0,22,1,0,6,6,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,Abu Dhabi University,College of Arts & Sciences,Mathematics,Expat,2023,,Graduate,0.21167292,0.12355771,0.6647694,0.21167292,Low,Normal
2,12,1,17,0,1,1,19,24,12,12,1,0,0,1,0,0,28,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,UAEU,College of Business & Economics,Business Administration,Emirati,2024,Transferred to another university,Dropout,0.5514052,0.13267608,0.3159187,0.5514052,High,Normal
2,12,1,3,0,7,1,22,27,9,11,1,0,0,1,0,0,37,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,UAEU,College of Business & Economics,Accounting,Emirati,2021,Personal / family reasons,Dropout,0.548962,0.13613184,0.31490615,0.548962,High,Normal
2,15,1,4,1,14,1,22,28,10,5,0,0,0,1,0,0,43,0,0,6,8,6,14.166666666666666,0,0,6,9,6,15.0,0,15.5,2.8,-4.06,Graduate,AUS,College of Arts & Sciences,Psychology,Expat,2025,,Graduate,0.21178682,0.12308607,0.66512716,0.21178682,Low,Normal
6,12,1,3,0,1,1,22,1,10,8,0,0,0,1,0,1,41,0,0,6,10,5,12.833333333333334,0,0,6,6,6,12.333333333333334,0,13.9,-0.3,0.79,Graduate,HCT,Faculty of Health Sciences,Medical Laboratory,Expat,2023,,Graduate,0.21178682,0.12308607,0.66512716,0.21178682,Low,Normal
4,12,1,3,0,12,1,22,27,10,4,0,0,0,1,0,1,29,0,0,6,11,4,11.75,0,0,6,9,5,10.4,0,10.8,1.4,1.74,Graduate,UAEU,College of Business & Economics,Accounting,Emirati,2024,,Graduate,0.21541487,0.13301304,0.65157205,0.21541487,Low,Normal
1,12,1,3,0,1,1,22,27,10,10,0,0,0,1,0,1,35,0,0,6,8,6,10.833333333333334,0,0,6,7,6,11.5,0,10.8,1.4,1.74,Graduate,Khalifa University,College of Computing & Mathematical Sciences,Computer Science,Emirati,2024,,Graduate,0.21167578,0.12310341,0.6652208,0.21167578,Low,Normal
1,8,6,10,1,1,1,1,3,5,3,1,0,0,1,0,0,18,0,0,6,8,4,11.75,0,0,6,8,4,12.25,0,9.4,-0.8,-3.12,Dropout,Zayed University,College of Communication & Media Sciences,Public Relations,Abroad,2023,Personal / family reasons,Dropout,0.4260512,0.16731137,0.40663743,0.4260512,Medium,Normal
1,12,1,12,1,12,1,22,27,10,7,0,0,0,0,0,1,39,0,0,7,14,3,11.5,0,0,7,9,2,10.5,0,16.2,0.3,-0.92,Dropout,HCT,Faculty of Information Technology,Software Development,Emirati,2023,Financial difficulties,Dropout,0.5514052,0.13267608,0.3159187,0.5514052,High,Normal
4,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,37,0,0,5,14,2,10.0,0,0,5,7,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled,UAEU,College of Engineering,Civil Engineering,Emirati,2021,,Enrolled,0.27677965,0.37647524,0.34674507,0.27677965,Medium,Normal
1,12,1,12,1,1,1,22,27,10,8,1,0,0,1,0,1,26,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate,AUS,School of Business Administration,Management Information Systems,Emirati,2025,,Graduate,0.21249832,0.12312774,0.66437393,0.21249832,Low,Normal
1,4,1,6,1,3,1,13,15,5,12,1,0,0,1,0,0,32,0,0,5,8,1,14.0,2,0,5,12,0,0.0,4,10.8,1.4,1.74,Dropout,UAEU,College of Engineering,Computer Engineering,Expat,2023,Transferred to another university,Dropout,0.54942155,0.13540868,0.31516975,0.54942155,High,Normal
2,12,1,3,0,1,1,22,27,7,9,0,0,1,1,0,0,37,0,3,8,12,7,11.375,0,2,7,10,6,12.166666666666666,0,13.9,-0.3,0.79,Enrolled,Abu Dhabi University,College of Arts & Sciences,Mathematics,Expat,2022,,Enrolled,0.2753005,0.3673109,0.35738856,0.2753005,Medium,Normal
1,12,1,6,1,1,1,22,14,29,35,1,0,1,1,0,0,28,0,0,6,17,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Enrolled,Zayed University,College of Education,Educational Technology,Emirati,2022,,Enrolled,0.27729777,0.37620556,0.34649667,0.27729777,Medium,Low Engagement
1,1,1,10,1,1,1,13,27,1,1,1,0,0,1,0,0,19,0,0,6,10,0,0.0,4,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,Zayed University,College of Education,Early Childhood Education,Emirati,2021,Financial difficulties,Dropout,0.55078113,0.13326919,0.31594968,0.55078113,High,Normal
1,1,5,9,1,1,1,22,28,8,8,1,0,0,1,0,0,18,0,0,5,9,1,11.0,0,0,5,9,2,12.5,0,7.6,2.6,0.32,Enrolled,AUS,School of Engineering,Chemical Engineering,Expat,2021,,Enrolled,0.2721591,0.37888053,0.3489604,0.2721591,Medium,Normal
1,1,1,16,1,1,1,13,28,10,10,0,0,0,1,0,1,19,0,0,7,10,6,13.0,0,0,7,7,7,13.285714285714286,0,12.4,0.5,1.79,Graduate,AUS,School of Business Administration,Finance,Expat,2025,,Graduate,0.21439059,0.13887602,0.6467334,0.21439059,Low,Normal
2,4,1,14,1,3,1,22,27,8,8,0,0,0,1,0,0,32,0,4,11,15,8,13.6,0,2,8,10,8,15.11111111111111,0,13.9,-0.3,0.79,Graduate,HCT,Faculty of Health Sciences,Medical Laboratory,Emirati,2025,,Graduate,0.21190979,0.12337616,0.6647141,0.21190979,Low,Normal
2,12,1,9,1,1,1,22,27,10,10,1,0,0,1,0,0,31,0,0,5,8,3,11.0,0,0,5,9,2,11.5,0,7.6,2.6,0.32,Dropout,Khalifa University,College of Engineering & Physical Sciences,Nuclear Engineering,Abroad,2022,Transferred to another university,Dropout,0.48644704,0.18743414,0.3261188,0.48644704,High,Normal
1,12,1,12,1,1,1,3,1,3,6,1,0,0,1,0,0,34,0,0,8,11,7,11.705714285714285,0,0,8,11,7,11.705714285714285,0,10.8,1.4,1.74,Enrolled,Khalifa University,College of Engineering & Physical Sciences,Nuclear Engineering,Expat,2023,,Graduate,0.2530364,0.32166138,0.4253022,0.2530364,Medium,Normal
1,1,3,2,1,1,1,1,1,4,4,1,0,0,1,0,0,20,0,6,12,12,12,13.25,0,4,11,14,11,14.333333333333334,0,8.9,1.4,3.51,Graduate,AUS,College of Arts & Sciences,Mass Communication,Expat,2025,,Graduate,0.21167578,0.12310341,0.6652208,0.21167578,Low,Normal
1,12,1,12,1,12,1,23,28,10,10,0,0,0,1,0,0,28,0,0,7,15,1,10.75,0,0,7,10,1,10.0,0,13.9,-0.3,0.79,Dropout,Abu Dhabi University,College of Engineering,Electrical Engineering,Expat,2025,Financial difficulties,Dropout,0.5514052,0.13267608,0.3159187,0.5514052,High,Normal
1,15,1,17,0,14,1,22,27,7,7,0,0,0,1,0,0,31,0,2,6,8,6,12.0,0,2,7,8,7,13.428571428571429,0,9.4,-0.8,-3.12,Enrolled,UAEU,College of Medicine & Health Sciences,Nursing,Expat,2021,,Graduate,0.27037224,0.36080244,0.36882532,0.27037224,Medium,Normal
1,1,1,15,1,1,1,13,28,5,11,1,0,0,1,0,0,18,0,0,6,7,6,12.666666666666666,0,0,6,8,4,12.25,0,7.6,2.6,0.32,Enrolled,Abu Dhabi University,College of Arts & Sciences,Mathematics,Expat,2022,,Graduate,0.24051999,0.31412002,0.44536,0.24051999,Medium,Normal
4,12,1,3,0,12,1,22,27,12,8,0,0,0,0,0,0,31,0,0,6,8,5,11.4,0,0,6,9,3,11.0,0,9.4,-0.8,-3.12,Dropout,UAEU,College of Engineering,Civil Engineering,Expat,2025,Academic failure,Dropout,0.5358463,0.13533081,0.3288229,0.5358463,High,Normal
1,1,3,15,1,1,1,13,14,6,6,1,0,0,1,0,0,19,0,0,6,6,6,13.0,0,0,6,8,5,12.4,0,12.4,0.5,1.79,Graduate,AUS,School of Business Administration,Management Information Systems,Expat,2022,,Graduate,0.26003677,0.19433224,0.545631,0.26003677,Medium,Normal
1,1,1,10,1,1,1,22,14,10,5,1,0,0,1,0,1,19,0,0,6,8,6,14.0,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,Graduate,Khalifa University,College of Computing & Mathematical Sciences,Applied Mathematics,Emirati,2025,,Graduate,0.21167578,0.12310341,0.6652208,0.21167578,Low,Normal
2,12,1,10,1,12,1,22,27,10,10,1,0,0,1,0,0,31,0,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Enrolled,UAEU,College of Medicine & Health Sciences,Medicine,Emirati,2022,,Dropout,0.35353917,0.29311013,0.35335064,0.35353917,Medium,Normal
1,4,1,6,1,3,1,1,14,10,11,0,0,0,1,0,0,34,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,HCT,Faculty of Health Sciences,Medical Laboratory,Emirati,2025,Personal / family reasons,Dropout,0.5514052,0.13267608,0.3159187,0.5514052,High,Normal
1,7,1,13,1,1,1,22,27,10,8,1,0,0,1,0,1,18,0,0,7,7,7,15.285714285714286,0,0,8,8,8,16.075,0,12.4,0.5,1.79,Graduate,HCT,Faculty of Health Sciences,Health Informatics,Emirati,2025,,Graduate,0.21167578,0.12310341,0.6652208,0.21167578,Low,Normal
1,8,2,11,1,1,1,22,27,8,8,1,0,0,1,0,0,18,0,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,11.1,0.6,2.02,Graduate,AUS,College of Arts & Sciences,Computer Science,Emirati,2024,,Graduate,0.21470633,0.12748711,0.6578065,0.21470633,Low,Normal
1,1,1,9,1,1,1,3,14,4,4,0,0,1,1,1,0,19,0,0,5,7,5,13.6,0,0,5,11,5,12.833333333333334,5,16.2,0.3,-0.92,Graduate,Zayed University,College of Interdisciplinary Studies,Liberal Arts,Emirati,2021,,Graduate,0.24797311,0.16921274,0.5828141,0.24797311,Medium,Normal
1,8,2,15,1,1,1,3,5,1,3,1,0,0,0,1,1,22,0,0,4,8,0,0.0,0,0,4,8,0,0.0,0,7.6,2.6,0.32,Dropout,Abu Dhabi University,College of Business Administration,Supply Chain Management,Expat,2025,Left the country,Dropout,0.5514052,0.13267608,0.3159187,0.5514052,High,Normal
2,14,1,14,1,1,1,19,24,1,1,0,0,0,1,1,0,32,0,6,10,12,10,11.4,0,4,9,9,4,11.5,0,7.6,2.6,0.32,Graduate,Abu Dhabi University,College of Business Administration,Entrepreneurship,Expat,2023,,Graduate,0.271216,0.13455354,0.5942305,0.271216,Medium,Normal
1,12,1,9,1,1,1,22,3,10,3,0,0,0,1,1,0,61,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout,AUS,School of Engineering,Chemical Engineering,Expat,2024,Financial difficulties,Dropout,0.5514052,0.13267608,0.3159187,0.5514052,High,Normal
1,12,1,17,0,1,1,22,27,10,10,1,0,0,1,1,0,30,0,0,5,7,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduate,HCT,Faculty of Business,Business Technology,Emirati,2025,,Graduate,0.24334759,0.13324176,0.62341064,0.24334759,Medium,Normal
2,12,1,17,0,1,1,22,27,10,10,0,0,1,0,1,0,45,0,0,5,9,0,0.0,0,0,5,11,0,0.0,0,12.4,0.5,1.79,Dropout,AUS,School of Engineering,Chemical Engineering,Expat,2024,Transferred to another university,Dropout,0.5514052,0.13267608,0.3159187,0.5514052,High,Normal
1,15,1,4,1,14,1,1,14,5,9,0,0,0,1,1,0,20,0,0,6,7,6,13.571428571428571,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,Graduate,AUS,School of Business Administration,Management Information Systems,Abroad,2025,,Graduate,0.21167578,0.12310341,0.6652208,0.21167578,Low,Normal
1,9,5,12,1,1,1,13,1,2,11,0,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,UAEU,College of Business & Economics,Business Administration,Expat,2021,Work commitment,Dropout,0.54979056,0.13482796,0.31538147,0.54979056,High,Normal
1,13,1,7,1,1,1,3,1,3,10,1,0,0,1,1,0,26,0,4,10,14,4,11.25,0,4,11,11,4,12.0,0,7.6,2.6,0.32,Dropout,Abu Dhabi University,College of Engineering,Civil Engineering,Emirati,2024,Left the country,Dropout,0.5215445,0.16094868,0.31750682,0.5215445,High,Normal
1,8,4,14,1,1,1,1,1,5,12,1,0,0,1,1,0,19,0,0,5,6,3,13.333333333333334,0,0,5,5,1,11.0,0,7.6,2.6,0.32,Dropout,Abu Dhabi University,College of Arts & Sciences,Mathematics,Emirati,2023,Personal / family reasons,Dropout,0.548951,0.1361491,0.31489986,0.548951,High,Normal
1,8,1,15,1,1,1,13,27,10,10,0,0,0,1,1,1,19,0,0,6,6,6,12.0,0,0,6,7,6,11.666666666666666,0,16.2,0.3,-0.92,Graduate,Khalifa University,College of Computing & Mathematical Sciences,Applied Mathematics,Expat,2022,,Graduate,0.21618187,0.13319002,0.6506281,0.21618187,Low,Normal
1,1,3,15,1,1,1,23,1,10,5,1,0,0,1,1,0,19,0,0,6,6,6,12.5,0,0,6,7,5,13.0,0,12.4,0.5,1.79,Graduate,HCT,Faculty of Information Technology,Network Engineering,Emirati,2025,,Graduate,0.23610798,0.12804501,0.635847,0.23610798,Medium,Normal
1,1,1,9,1,1,1,1,14,6,6,1,0,0,1,1,1,19,0,0,5,6,5,13.2,0,0,5,6,5,12.666666666666666,0,16.2,0.3,-0.92,Graduate,HCT,Faculty of Health Sciences,Health Informatics,Expat,2025,,Graduate,0.2114686,0.12396166,0.66456974,0.2114686,Low,Normal
1,1,3,14,1,1,1,11,9,1,1,1,0,0,0,1,0,19,0,0,5,5,0,0.0,0,0,4,4,0,0.0,0,7.6,2.6,0.32,Dropout,HCT,Faculty of Health Sciences,Medical Laboratory,Emirati,2024,Personal / family reasons,Dropout,0.5514052,0.13267608,0.3159187,0.5514052,High,Normal
1,12,1,14,1,1,1,19,24,1,1,1,0,0,0,1,0,28,0,0,5,7,3,11.666666666666666,0,0,5,8,2,11.5,1,7.6,2.6,0.32,Dropout,HCT,Faculty of Information Technology,Network Engineering,Expat,2023,Financial difficulties,Dropout,0.5514052,0.13267608,0.3159187,0.5514052,High,Normal
1,14,1,9,1,1,1,22,27,10,10,0,0,0,1,1,0,24,0,10,15,16,15,13.466666666666669,1,10,14,14,14,13.642857142857142,0,9.4,-0.8,-3.12,Graduate,HCT,Faculty of Business,Business Technology,Abroad,2024,,Graduate,0.22255693,0.12278837,0.65465474,0.22255693,Low,Normal
1,1,1,8,1,1,1,3,1,3,5,0,0,0,1,1,0,18,0,0,5,7,3,13.666666666666666,0,0,5,5,5,13.2,0,7.6,2.6,0.32,Graduate,UAEU,College of Engineering,Civil Engineering,Emirati,2022,,Graduate,0.24294405,0.14234734,0.61470866,0.24294405,Medium,Normal
1,1,2,7,1,1,1,23,28,6,6,0,0,0,1,1,0,18,0,0,5,9,2,11.666666666666666,0,0,5,9,2,12.5,2,7.6,2.6,0.32,Enrolled,UAEU,College of Medicine & Health Sciences,Public Health,Expat,2022,,Enrolled,0.27604124,0.37685966,0.34709913,0.27604124,Medium,Normal
